發票年月,縣市代碼,縣市名稱,行業名稱,平均開立張數,平均開立金額,平均客單價
2014/10/1,I,嘉義市,超級市場,27359,4959645,181
2014/10/1,I,嘉義市,食品、飲料及菸草製品零售業,11217,2518640,225
2014/10/1,I,嘉義市,餐飲業,14185,7475245,527
2014/10/1,J,新竹縣,便利商店,21396,1899699,89
2014/10/1,J,新竹縣,綜合商品零售業,21594,2363674,109
2014/10/1,J,新竹縣,超級市場,19225,4181052,217
2014/10/1,J,新竹縣,食品、飲料及菸草製品零售業,14073,3902519,277
2014/10/1,J,新竹縣,餐飲業,11613,2267329,195
2014/10/1,K,苗栗縣,便利商店,21001,1922386,92
2014/10/1,K,苗栗縣,綜合商品零售業,21487,2705914,126
2014/10/1,K,苗栗縣,超級市場,20973,4914718,234
2014/10/1,K,苗栗縣,食品、飲料及菸草製品零售業,20308,6280686,309
2014/10/1,M,南投縣,便利商店,21311,2187269,103
2014/10/1,M,南投縣,綜合商品零售業,21765,2829379,130
2014/10/1,M,南投縣,超級市場,30228,6463486,214
2014/10/1,N,彰化縣,便利商店,22044,2251117,102
2014/10/1,N,彰化縣,綜合商品零售業,22446,2716620,121
2014/10/1,N,彰化縣,超級市場,26607,3944734,148
2014/10/1,N,彰化縣,食品、飲料及菸草製品零售業,22787,5028594,221
2014/10/1,N,彰化縣,餐飲業,8235,2004878,243
2014/10/1,O,新竹市,便利商店,22456,1766355,79
2014/10/1,O,新竹市,百貨公司,101913,143493430,1408
2014/10/1,O,新竹市,綜合商品零售業,27027,7741339,286
2014/10/1,O,新竹市,超級市場,26560,3225897,121
2014/10/1,O,新竹市,食品、飲料及菸草製品零售業,14565,2623662,180
2014/10/1,O,新竹市,餐飲業,9189,1678185,183
2014/10/1,P,雲林縣,便利商店,20664,2016069,98
2014/10/1,P,雲林縣,綜合商品零售業,21741,2899499,133
2014/10/1,P,雲林縣,超級市場,34167,8853611,259
2014/10/1,P,雲林縣,食品、飲料及菸草製品零售業,18588,4249922,229
2014/10/1,Q,嘉義縣,便利商店,21587,2001565,93
2014/10/1,Q,嘉義縣,綜合商品零售業,21636,2385236,110
2014/10/1,Q,嘉義縣,超級市場,25677,6227128,243
2014/10/1,T,屏東縣,便利商店,24381,2409446,99
2014/10/1,T,屏東縣,百貨公司,47509,77283966,1627
2014/10/1,T,屏東縣,綜合商品零售業,24945,4774518,191
2014/10/1,T,屏東縣,超級市場,34678,10620982,306
2014/10/1,T,屏東縣,零售式量販店,25849,9217838,357
2014/10/1,T,屏東縣,食品、飲料及菸草製品零售業,12880,3267722,254
2014/10/1,T,屏東縣,餐飲業,8663,1490727,172
2014/10/1,U,花蓮縣,便利商店,24318,2306613,95
2014/10/1,U,花蓮縣,綜合商品零售業,24215,4689136,194
2014/10/1,U,花蓮縣,食品、飲料及菸草製品零售業,4397,1593719,362
2014/10/1,V,臺東縣,便利商店,23458,2324646,99
2014/10/1,V,臺東縣,綜合商品零售業,24031,2866770,119
2014/10/1,V,臺東縣,食品、飲料及菸草製品零售業,7282,2671524,367
2014/10/1,W,金門縣,便利商店,27968,3153826,113
2014/10/1,W,金門縣,綜合商品零售業,29090,4121361,142
2014/10/1,X,澎湖縣,便利商店,20606,2900508,141
2014/10/1,X,澎湖縣,綜合商品零售業,19773,2943956,149
2014/10/1,Z,連江縣,便利商店,25181,3124829,124
2014/10/1,Z,連江縣,綜合商品零售業,25181,3124829,124
2014/11/1,A,臺北市,便利商店,26178,2140217,82
2014/11/1,A,臺北市,百貨公司,139021,282602182,2033
2014/11/1,A,臺北市,綜合商品零售業,28787,8782486,305
2014/11/1,A,臺北市,超級市場,33719,6886544,204
2014/11/1,A,臺北市,零售式量販店,33613,19532827,581
2014/11/1,A,臺北市,食品、飲料及菸草製品零售業,19762,2843981,144
2014/11/1,A,臺北市,餐飲業,10776,3653532,339
2014/11/1,B,臺中市,便利商店,23038,2172018,94
2014/11/1,B,臺中市,百貨公司,95429,145341060,1523
2014/11/1,B,臺中市,綜合商品零售業,24528,4841278,197
2014/11/1,B,臺中市,超級市場,23651,4788114,202
2014/11/1,B,臺中市,零售式量販店,59584,33950494,570
2014/11/1,B,臺中市,食品、飲料及菸草製品零售業,19926,3196831,160
2014/11/1,B,臺中市,餐飲業,12604,2450833,194
2014/11/1,C,基隆市,便利商店,19393,1652400,85
2014/11/1,C,基隆市,綜合商品零售業,19891,2257602,114
2014/11/1,C,基隆市,超級市場,23332,5341042,229
2014/11/1,C,基隆市,食品、飲料及菸草製品零售業,17629,2352669,133
2014/11/1,D,臺南市,便利商店,23354,2157253,92
2014/11/1,D,臺南市,百貨公司,105094,225157889,2142
2014/11/1,D,臺南市,綜合商品零售業,25744,8089488,314
2014/11/1,D,臺南市,超級市場,27354,3002245,110
2014/11/1,D,臺南市,零售式量販店,36239,19513493,538
2014/11/1,D,臺南市,食品、飲料及菸草製品零售業,18502,5338061,289
2014/11/1,D,臺南市,餐飲業,10799,1649476,153
2014/11/1,E,高雄市,便利商店,22983,2092200,91
2014/11/1,E,高雄市,百貨公司,89486,155171312,1734
2014/11/1,E,高雄市,綜合商品零售業,24738,5840146,236
2014/11/1,E,高雄市,超級市場,27564,5122140,186
2014/11/1,E,高雄市,零售式量販店,32989,23725678,719
2014/11/1,E,高雄市,食品、飲料及菸草製品零售業,22161,15096850,681
2014/11/1,E,高雄市,餐飲業,9335,1571158,168
2014/11/1,F,新北市,便利商店,21134,1870543,89
2014/11/1,F,新北市,百貨公司,32004,23047385,720
2014/11/1,F,新北市,綜合商品零售業,22062,3228179,146
2014/11/1,F,新北市,超級市場,32852,9560835,291
2014/11/1,F,新北市,零售式量販店,25755,13497543,524
2014/11/1,F,新北市,食品、飲料及菸草製品零售業,16492,2344998,142
2014/11/1,F,新北市,餐飲業,9301,1962807,211
2014/11/1,G,宜蘭縣,便利商店,19956,1932719,97
2014/11/1,G,宜蘭縣,綜合商品零售業,20220,2672578,132
2014/11/1,G,宜蘭縣,超級市場,20070,5089771,254
2014/11/1,G,宜蘭縣,食品、飲料及菸草製品零售業,14148,3404827,241
2014/11/1,G,宜蘭縣,餐飲業,6996,1204459,172
2014/11/1,H,桃園市,便利商店,21316,1907757,90
2014/11/1,H,桃園市,百貨公司,48682,87210342,1791
2014/11/1,H,桃園市,綜合商品零售業,22677,4402257,194
2014/11/1,H,桃園市,超級市場,36824,10545572,286
2014/11/1,H,桃園市,零售式量販店,62836,43218879,688
2014/11/1,H,桃園市,食品、飲料及菸草製品零售業,19549,2723486,139
2014/11/1,H,桃園市,餐飲業,12817,7638027,596
2014/11/1,I,嘉義市,便利商店,20973,1880821,90
2014/11/1,I,嘉義市,綜合商品零售業,22511,4812651,214
2014/11/1,I,嘉義市,超級市場,25676,4732316,184
2014/11/1,I,嘉義市,食品、飲料及菸草製品零售業,10696,2025196,189
2014/11/1,I,嘉義市,餐飲業,14061,7374896,525
2014/11/1,J,新竹縣,便利商店,19859,1820252,92
2014/11/1,J,新竹縣,綜合商品零售業,20071,2270581,113
2014/11/1,J,新竹縣,超級市場,18141,4079145,225
2014/11/1,J,新竹縣,食品、飲料及菸草製品零售業,12965,3947637,304
2014/11/1,J,新竹縣,餐飲業,11625,2332137,201
2014/11/1,K,苗栗縣,便利商店,19791,1881113,95
2014/11/1,K,苗栗縣,綜合商品零售業,20272,2650042,131
2014/11/1,K,苗栗縣,超級市場,19928,4887712,245
2014/11/1,K,苗栗縣,食品、飲料及菸草製品零售業,19390,6299578,325
2014/11/1,M,南投縣,便利商店,19564,2074764,106
2014/11/1,M,南投縣,綜合商品零售業,20026,2742934,137
2014/11/1,M,南投縣,超級市場,27918,6236647,223
2014/11/1,N,彰化縣,便利商店,20348,2147960,106
2014/11/1,N,彰化縣,綜合商品零售業,20828,2622387,126
2014/11/1,N,彰化縣,超級市場,25221,4070107,161
2014/11/1,N,彰化縣,食品、飲料及菸草製品零售業,20879,4885680,234
2014/11/1,N,彰化縣,餐飲業,7612,1936362,254
2014/11/1,O,新竹市,便利商店,20839,1698285,81
2014/11/1,O,新竹市,百貨公司,104201,132939926,1276
2014/11/1,O,新竹市,綜合商品零售業,25558,7332239,287
2014/11/1,O,新竹市,超級市場,25308,3171871,125
2014/11/1,O,新竹市,食品、飲料及菸草製品零售業,13954,2597970,186
2014/11/1,O,新竹市,餐飲業,8912,1686028,189
2014/11/1,P,雲林縣,便利商店,19019,1929716,101
2014/11/1,P,雲林縣,綜合商品零售業,20075,2807329,140
2014/11/1,P,雲林縣,超級市場,31715,8487150,268
2014/11/1,P,雲林縣,食品、飲料及菸草製品零售業,17357,4189109,241
2014/11/1,Q,嘉義縣,便利商店,19893,1911121,96
2014/11/1,Q,嘉義縣,綜合商品零售業,20075,2299701,115
2014/11/1,Q,嘉義縣,超級市場,25406,6453880,254
2014/11/1,T,屏東縣,便利商店,21791,2205160,101
2014/11/1,T,屏東縣,百貨公司,42224,41268440,977
2014/11/1,T,屏東縣,綜合商品零售業,22378,3751170,168
2014/11/1,T,屏東縣,超級市場,30578,9431237,308
2014/11/1,T,屏東縣,零售式量販店,24373,8981113,368
2014/11/1,T,屏東縣,食品、飲料及菸草製品零售業,12382,3076196,248
2014/11/1,T,屏東縣,餐飲業,8393,1429297,170
2014/11/1,U,花蓮縣,便利商店,22030,2159238,98
2014/11/1,U,花蓮縣,綜合商品零售業,21946,3908061,178
2014/11/1,U,花蓮縣,食品、飲料及菸草製品零售業,3313,1172562,354
2014/11/1,V,臺東縣,便利商店,21026,2139374,102
2014/11/1,V,臺東縣,綜合商品零售業,21577,2664756,123
2014/11/1,V,臺東縣,食品、飲料及菸草製品零售業,7638,2958600,387
2014/11/1,W,金門縣,便利商店,23941,2746039,115
2014/11/1,W,金門縣,綜合商品零售業,23766,3525156,148
2014/11/1,X,澎湖縣,便利商店,18652,2656903,142
2014/11/1,X,澎湖縣,綜合商品零售業,17845,2657474,149
2014/11/1,Z,連江縣,便利商店,23094,3064184,133
2014/11/1,Z,連江縣,綜合商品零售業,23094,3064184,133
2014/12/1,A,臺北市,住宿服務業,3063,20696698,6757
2014/12/1,A,臺北市,便利商店,25673,2197696,86
2014/12/1,A,臺北市,百貨公司,131401,211067782,1606
2014/12/1,A,臺北市,綜合商品零售業,28322,7515565,265
2014/12/1,A,臺北市,超級市場,33820,7236151,214
2014/12/1,A,臺北市,零售式量販店,35164,21698124,617
2014/12/1,A,臺北市,食品、飲料及菸草製品零售業,19491,2906738,149
2014/12/1,A,臺北市,餐飲業,10423,2719017,261
2014/12/1,B,臺中市,便利商店,22217,2192698,99
2014/12/1,B,臺中市,百貨公司,113079,203016479,1795
2014/12/1,B,臺中市,綜合商品零售業,24213,5724474,236
2014/12/1,B,臺中市,超級市場,24370,5433765,223
2014/12/1,B,臺中市,零售式量販店,63644,38522942,605
2014/12/1,B,臺中市,食品、飲料及菸草製品零售業,18513,3138329,170
2014/12/1,B,臺中市,餐飲業,12949,2507662,194
2014/12/1,C,基隆市,便利商店,18613,1649333,89
2014/12/1,C,基隆市,綜合商品零售業,19272,2341423,121
2014/12/1,C,基隆市,超級市場,23593,5702291,242
2014/12/1,C,基隆市,食品、飲料及菸草製品零售業,17728,2444579,138
2014/12/1,D,臺南市,便利商店,22832,2197283,96
2014/12/1,D,臺南市,百貨公司,74510,77428351,1039
2014/12/1,D,臺南市,綜合商品零售業,24727,4900617,198
2014/12/1,D,臺南市,超級市場,26800,3104469,116
2014/12/1,D,臺南市,零售式量販店,37846,22054986,583
2014/12/1,D,臺南市,食品、飲料及菸草製品零售業,16236,4082551,251
2014/12/1,D,臺南市,餐飲業,11713,2095520,179
2014/12/1,E,高雄市,便利商店,22648,2155949,95
2014/12/1,E,高雄市,百貨公司,89621,116199571,1297
2014/12/1,E,高雄市,綜合商品零售業,24554,5294952,216
2014/12/1,E,高雄市,超級市場,28005,5458936,195
2014/12/1,E,高雄市,零售式量販店,33657,25245016,750
2014/12/1,E,高雄市,食品、飲料及菸草製品零售業,15125,8354732,552
2014/12/1,E,高雄市,餐飲業,10776,1945771,181
2014/12/1,F,新北市,便利商店,20357,1883033,93
2014/12/1,F,新北市,百貨公司,32524,20433755,628
2014/12/1,F,新北市,綜合商品零售業,21493,3266728,152
2014/12/1,F,新北市,超級市場,33770,10346651,306
2014/12/1,F,新北市,零售式量販店,26120,14661427,561
2014/12/1,F,新北市,食品、飲料及菸草製品零售業,15854,2366722,149
2014/12/1,F,新北市,餐飲業,8571,2087727,244
2014/12/1,G,宜蘭縣,便利商店,19373,1926967,99
2014/12/1,G,宜蘭縣,綜合商品零售業,19866,2729391,137
2014/12/1,G,宜蘭縣,超級市場,20959,5203502,248
2014/12/1,G,宜蘭縣,食品、飲料及菸草製品零售業,13794,3379779,245
2014/12/1,G,宜蘭縣,餐飲業,6438,1224534,190
2014/12/1,H,桃園市,便利商店,20511,1887989,92
2014/12/1,H,桃園市,百貨公司,36473,36335982,996
2014/12/1,H,桃園市,綜合商品零售業,21917,3707150,169
2014/12/1,H,桃園市,超級市場,37131,11441104,308
2014/12/1,H,桃園市,零售式量販店,85878,70608659,822
2014/12/1,H,桃園市,食品、飲料及菸草製品零售業,18429,2672121,145
2014/12/1,H,桃園市,餐飲業,13706,9325977,680
2014/12/1,I,嘉義市,便利商店,20417,1889389,93
2014/12/1,I,嘉義市,綜合商品零售業,22013,4534372,206
2014/12/1,I,嘉義市,超級市場,26164,5309551,203
2014/12/1,I,嘉義市,食品、飲料及菸草製品零售業,8985,2091175,233
2014/12/1,I,嘉義市,餐飲業,13234,7861107,594
2014/12/1,J,新竹縣,便利商店,19197,1821360,95
2014/12/1,J,新竹縣,綜合商品零售業,19559,2349184,120
2014/12/1,J,新竹縣,超級市場,18250,4234645,232
2014/12/1,J,新竹縣,食品、飲料及菸草製品零售業,11791,4143606,351
2014/12/1,J,新竹縣,餐飲業,11185,2441806,218
2014/12/1,K,苗栗縣,便利商店,18787,1863010,99
2014/12/1,K,苗栗縣,綜合商品零售業,19421,2766776,142
2014/12/1,K,苗栗縣,超級市場,19075,5047837,265
2014/12/1,K,苗栗縣,食品、飲料及菸草製品零售業,25471,6219282,244
2014/12/1,M,南投縣,便利商店,18495,2062719,112
2014/12/1,M,南投縣,綜合商品零售業,18891,2828265,150
2014/12/1,M,南投縣,超級市場,20937,5556077,265
2014/12/1,N,彰化縣,便利商店,19502,2173034,111
2014/12/1,N,彰化縣,綜合商品零售業,19951,2746763,138
2014/12/1,N,彰化縣,超級市場,22504,4362519,194
2014/12/1,N,彰化縣,食品、飲料及菸草製品零售業,20350,4905896,241
2014/12/1,N,彰化縣,餐飲業,6263,1859653,297
2014/12/1,O,新竹市,便利商店,20277,1708059,84
2014/12/1,O,新竹市,百貨公司,138627,207547560,1497
2014/12/1,O,新竹市,綜合商品零售業,26368,10032678,380
2014/12/1,O,新竹市,超級市場,25012,3293849,132
2014/12/1,O,新竹市,食品、飲料及菸草製品零售業,13263,2611584,197
2014/12/1,O,新竹市,餐飲業,8657,1827207,211
2014/12/1,P,雲林縣,便利商店,18326,1955118,107
2014/12/1,P,雲林縣,綜合商品零售業,19389,2953187,152
2014/12/1,P,雲林縣,超級市場,28730,8735872,304
2014/12/1,P,雲林縣,食品、飲料及菸草製品零售業,16685,4063997,244
2014/12/1,Q,嘉義縣,便利商店,18794,1887211,100
2014/12/1,Q,嘉義縣,綜合商品零售業,19100,2298926,120
2014/12/1,Q,嘉義縣,超級市場,25607,6766998,264
2014/12/1,T,屏東縣,便利商店,21032,2215939,105
2014/12/1,T,屏東縣,百貨公司,38780,35030225,903
2014/12/1,T,屏東縣,綜合商品零售業,21697,3709058,171
2014/12/1,T,屏東縣,超級市場,31417,10245437,326
2014/12/1,T,屏東縣,零售式量販店,23645,9591764,406
2014/12/1,T,屏東縣,食品、飲料及菸草製品零售業,9750,2357728,242
2014/12/1,T,屏東縣,餐飲業,9773,1583897,162
2014/12/1,U,花蓮縣,便利商店,21615,2171397,100
2014/12/1,U,花蓮縣,綜合商品零售業,21634,3662063,169
2014/12/1,U,花蓮縣,食品、飲料及菸草製品零售業,3253,1173898,361
2014/12/1,V,臺東縣,便利商店,20434,2151296,105
2014/12/1,V,臺東縣,綜合商品零售業,21009,2759008,131
2014/12/1,V,臺東縣,食品、飲料及菸草製品零售業,7025,2792351,398
2014/12/1,W,金門縣,便利商店,22342,2660550,119
2014/12/1,W,金門縣,綜合商品零售業,22368,3481683,156
2014/12/1,X,澎湖縣,便利商店,17259,2660886,154
2014/12/1,X,澎湖縣,綜合商品零售業,16540,2639298,160
2014/12/1,Z,連江縣,便利商店,20795,2873213,138
2014/12/1,Z,連江縣,綜合商品零售業,20795,2873213,138
2015/1/1,A,臺北市,便利商店,24727,2112982,85
2015/1/1,A,臺北市,百貨公司,113505,161118045,1419
2015/1/1,A,臺北市,綜合商品零售業,27026,6477210,240
2015/1/1,A,臺北市,超級市場,32301,6828699,211
2015/1/1,A,臺北市,零售式量販店,35042,23431302,669
2015/1/1,A,臺北市,食品、飲料及菸草製品零售業,17459,2599627,149
2015/1/1,A,臺北市,餐飲業,9647,2628132,272
2015/1/1,B,臺中市,便利商店,21876,2156706,99
2015/1/1,B,臺中市,百貨公司,103421,195775292,1893
2015/1/1,B,臺中市,綜合商品零售業,23902,5677848,238
2015/1/1,B,臺中市,超級市場,25984,5828181,224
2015/1/1,B,臺中市,零售式量販店,61767,41790959,677
2015/1/1,B,臺中市,食品、飲料及菸草製品零售業,16869,2738733,162
2015/1/1,B,臺中市,餐飲業,11832,1822950,154
2015/1/1,C,基隆市,便利商店,18383,1626228,88
2015/1/1,C,基隆市,綜合商品零售業,19025,2341027,123
2015/1/1,C,基隆市,超級市場,23050,5556263,241
2015/1/1,C,基隆市,食品、飲料及菸草製品零售業,17879,2415482,135
2015/1/1,D,臺南市,便利商店,21914,2123959,97
2015/1/1,D,臺南市,百貨公司,83703,85975359,1027
2015/1/1,D,臺南市,綜合商品零售業,24256,5287803,218
2015/1/1,D,臺南市,超級市場,26283,3065716,117
2015/1/1,D,臺南市,零售式量販店,38191,25175824,659
2015/1/1,D,臺南市,食品、飲料及菸草製品零售業,16794,4237067,252
2015/1/1,D,臺南市,餐飲業,10812,1951932,181
2015/1/1,E,高雄市,便利商店,22132,2118077,96
2015/1/1,E,高雄市,百貨公司,75802,72119242,951
2015/1/1,E,高雄市,綜合商品零售業,23841,4567433,192
2015/1/1,E,高雄市,超級市場,27942,5584999,200
2015/1/1,E,高雄市,零售式量販店,33604,28169733,838
2015/1/1,E,高雄市,食品、飲料及菸草製品零售業,16812,9139953,544
2015/1/1,E,高雄市,餐飲業,11404,2081745,183
2015/1/1,F,新北市,便利商店,20248,1859817,92
2015/1/1,F,新北市,百貨公司,26817,16874910,629
2015/1/1,F,新北市,綜合商品零售業,21131,3208061,152
2015/1/1,F,新北市,超級市場,32545,10428005,320
2015/1/1,F,新北市,零售式量販店,25668,15539113,605
2015/1/1,F,新北市,食品、飲料及菸草製品零售業,15252,2244113,147
2015/1/1,F,新北市,餐飲業,8666,2161961,249
2015/1/1,G,宜蘭縣,便利商店,20147,1976433,98
2015/1/1,G,宜蘭縣,綜合商品零售業,20513,2848203,139
2015/1/1,G,宜蘭縣,超級市場,21010,5499709,262
2015/1/1,G,宜蘭縣,食品、飲料及菸草製品零售業,14502,3445096,238
2015/1/1,G,宜蘭縣,餐飲業,6462,1129286,175
2015/1/1,H,桃園市,便利商店,20258,1872441,92
2015/1/1,H,桃園市,百貨公司,34145,33932578,994
2015/1/1,H,桃園市,綜合商品零售業,21605,3656806,169
2015/1/1,H,桃園市,超級市場,37279,11896651,319
2015/1/1,H,桃園市,零售式量販店,77761,65851328,847
2015/1/1,H,桃園市,食品、飲料及菸草製品零售業,17679,2604388,147
2015/1/1,H,桃園市,餐飲業,12983,8042099,619
2015/1/1,I,嘉義市,便利商店,20681,1937820,94
2015/1/1,I,嘉義市,綜合商品零售業,22129,4763255,215
2015/1/1,I,嘉義市,超級市場,25944,5179145,200
2015/1/1,I,嘉義市,食品、飲料及菸草製品零售業,12189,2698387,221
2015/1/1,I,嘉義市,餐飲業,13486,5631729,418
2015/1/1,J,新竹縣,便利商店,19002,1807000,95
2015/1/1,J,新竹縣,綜合商品零售業,19287,2311910,120
2015/1/1,J,新竹縣,超級市場,17727,4051013,229
2015/1/1,J,新竹縣,食品、飲料及菸草製品零售業,20812,5097911,245
2015/1/1,J,新竹縣,餐飲業,10710,2329782,218
2015/1/1,K,苗栗縣,便利商店,19051,1887999,99
2015/1/1,K,苗栗縣,綜合商品零售業,19653,2821117,144
2015/1/1,K,苗栗縣,超級市場,19926,5182055,260
2015/1/1,K,苗栗縣,食品、飲料及菸草製品零售業,28203,6183968,219
2015/1/1,M,南投縣,便利商店,19301,2146409,111
2015/1/1,M,南投縣,綜合商品零售業,19730,3024085,153
2015/1/1,M,南投縣,超級市場,24516,6896477,281
2015/1/1,M,南投縣,餐飲業,5868,1343176,229
2015/1/1,N,彰化縣,便利商店,19453,2130420,110
2015/1/1,N,彰化縣,綜合商品零售業,20031,2809938,140
2015/1/1,N,彰化縣,超級市場,24180,4794196,198
2015/1/1,N,彰化縣,食品、飲料及菸草製品零售業,15960,3219419,202
2015/1/1,N,彰化縣,餐飲業,7327,1637727,224
2015/1/1,O,新竹市,便利商店,19347,1648859,85
2015/1/1,O,新竹市,百貨公司,97117,100125930,1031
2015/1/1,O,新竹市,綜合商品零售業,23965,6368790,266
2015/1/1,O,新竹市,超級市場,24095,3132177,130
2015/1/1,O,新竹市,食品、飲料及菸草製品零售業,14053,2977753,212
2015/1/1,O,新竹市,餐飲業,8116,1509673,186
2015/1/1,P,雲林縣,便利商店,18259,1937430,106
2015/1/1,P,雲林縣,綜合商品零售業,19463,3024487,155
2015/1/1,P,雲林縣,超級市場,30744,9818604,319
2015/1/1,P,雲林縣,食品、飲料及菸草製品零售業,15778,3911441,248
2015/1/1,Q,嘉義縣,便利商店,18751,1868930,100
2015/1/1,Q,嘉義縣,綜合商品零售業,19115,2284137,119
2015/1/1,Q,嘉義縣,超級市場,26057,6712359,258
2015/1/1,T,屏東縣,便利商店,20996,2214871,105
2015/1/1,T,屏東縣,百貨公司,34418,32777557,952
2015/1/1,T,屏東縣,綜合商品零售業,21566,3690711,171
2015/1/1,T,屏東縣,超級市場,31425,11212494,357
2015/1/1,T,屏東縣,零售式量販店,23625,9449250,400
2015/1/1,T,屏東縣,食品、飲料及菸草製品零售業,12332,2780561,225
2015/1/1,T,屏東縣,餐飲業,9671,1598654,165
2015/1/1,U,花蓮縣,便利商店,21038,2157610,103
2015/1/1,U,花蓮縣,綜合商品零售業,21069,3719837,177
2015/1/1,U,花蓮縣,食品、飲料及菸草製品零售業,3834,1527231,398
2015/1/1,V,臺東縣,便利商店,21151,2247474,106
2015/1/1,V,臺東縣,綜合商品零售業,21700,2898717,134
2015/1/1,V,臺東縣,食品、飲料及菸草製品零售業,10605,3970314,374
2015/1/1,W,金門縣,便利商店,22302,2916215,131
2015/1/1,W,金門縣,綜合商品零售業,22071,3674267,166
2015/1/1,X,澎湖縣,便利商店,17309,2692700,156
2015/1/1,X,澎湖縣,綜合商品零售業,16611,2695030,162
2015/1/1,Z,連江縣,便利商店,20357,2899427,142
2015/1/1,Z,連江縣,綜合商品零售業,20357,2899427,142
2015/2/1,A,臺北市,住宿服務業,3086,19188874,6219
2015/2/1,A,臺北市,便利商店,21417,1966511,92
2015/2/1,A,臺北市,百貨公司,127189,192819863,1516
2015/2/1,A,臺北市,綜合商品零售業,24179,7076160,293
2015/2/1,A,臺北市,超級市場,29168,6803331,233
2015/2/1,A,臺北市,零售式量販店,32794,24444378,745
2015/2/1,A,臺北市,食品、飲料及菸草製品零售業,15388,2849466,185
2015/2/1,A,臺北市,餐飲業,8213,2626846,320
2015/2/1,B,臺中市,便利商店,19968,2189805,110
2015/2/1,B,臺中市,百貨公司,121604,227444663,1870
2015/2/1,B,臺中市,綜合商品零售業,22529,6298592,280
2015/2/1,B,臺中市,超級市場,26134,6641438,254
2015/2/1,B,臺中市,零售式量販店,62550,48717942,779
2015/2/1,B,臺中市,食品、飲料及菸草製品零售業,15727,2828720,180
2015/2/1,B,臺中市,餐飲業,10719,1880052,175
2015/2/1,C,基隆市,便利商店,17255,1712840,99
2015/2/1,C,基隆市,綜合商品零售業,17893,2487682,139
2015/2/1,C,基隆市,超級市場,21550,5696601,264
2015/2/1,C,基隆市,食品、飲料及菸草製品零售業,16584,2711849,164
2015/2/1,D,臺南市,便利商店,20364,2214942,109
2015/2/1,D,臺南市,百貨公司,87967,103180133,1173
2015/2/1,D,臺南市,綜合商品零售業,23091,6002335,260
2015/2/1,D,臺南市,超級市場,25530,3209007,126
2015/2/1,D,臺南市,零售式量販店,39263,28654100,730
2015/2/1,D,臺南市,食品、飲料及菸草製品零售業,15441,4704580,305
2015/2/1,D,臺南市,餐飲業,9914,1968533,199
2015/2/1,E,高雄市,便利商店,20795,2170985,104
2015/2/1,E,高雄市,百貨公司,84608,96312187,1138
2015/2/1,E,高雄市,綜合商品零售業,22926,5264143,230
2015/2/1,E,高雄市,超級市場,27501,6164198,224
2015/2/1,E,高雄市,零售式量販店,36669,32989077,900
2015/2/1,E,高雄市,食品、飲料及菸草製品零售業,16831,11088258,659
2015/2/1,E,高雄市,餐飲業,10034,2112350,211
2015/2/1,F,新北市,便利商店,18287,1859455,102
2015/2/1,F,新北市,百貨公司,26621,18454477,693
2015/2/1,F,新北市,綜合商品零售業,19279,3362993,174
2015/2/1,F,新北市,超級市場,30304,11209259,370
2015/2/1,F,新北市,零售式量販店,25297,17482514,691
2015/2/1,F,新北市,食品、飲料及菸草製品零售業,13601,1676797,123
2015/2/1,F,新北市,餐飲業,7663,2164195,282
2015/2/1,G,宜蘭縣,便利商店,20111,2203885,110
2015/2/1,G,宜蘭縣,綜合商品零售業,20512,3222706,157
2015/2/1,G,宜蘭縣,超級市場,20296,5485964,270
2015/2/1,G,宜蘭縣,食品、飲料及菸草製品零售業,14346,3722024,259
2015/2/1,G,宜蘭縣,餐飲業,5974,1299728,218
2015/2/1,H,桃園市,便利商店,17985,1862210,104
2015/2/1,H,桃園市,百貨公司,38548,44789859,1162
2015/2/1,H,桃園市,綜合商品零售業,19630,4115459,210
2015/2/1,H,桃園市,超級市場,34374,12619443,367
2015/2/1,H,桃園市,零售式量販店,89689,86225864,961
2015/2/1,H,桃園市,食品、飲料及菸草製品零售業,17453,3165836,181
2015/2/1,H,桃園市,餐飲業,12681,9190090,725
2015/2/1,I,嘉義市,便利商店,20195,2068388,102
2015/2/1,I,嘉義市,綜合商品零售業,22119,5517103,249
2015/2/1,I,嘉義市,超級市場,24683,5446941,221
2015/2/1,I,嘉義市,食品、飲料及菸草製品零售業,10571,1998638,189
2015/2/1,I,嘉義市,餐飲業,14754,7692057,521
2015/2/1,J,新竹縣,便利商店,17130,1827303,107
2015/2/1,J,新竹縣,綜合商品零售業,17490,2416997,138
2015/2/1,J,新竹縣,超級市場,16266,4217358,259
2015/2/1,J,新竹縣,食品、飲料及菸草製品零售業,35250,7827301,222
2015/2/1,J,新竹縣,餐飲業,9944,2372499,239
2015/2/1,K,苗栗縣,便利商店,18197,2073484,114
2015/2/1,K,苗栗縣,綜合商品零售業,19034,3307901,174
2015/2/1,K,苗栗縣,超級市場,20244,6363910,314
2015/2/1,K,苗栗縣,食品、飲料及菸草製品零售業,36578,7833628,214
2015/2/1,M,南投縣,便利商店,20609,2620182,127
2015/2/1,M,南投縣,綜合商品零售業,21067,3710928,176
2015/2/1,M,南投縣,超級市場,25787,8477818,329
2015/2/1,M,南投縣,餐飲業,8787,2371565,270
2015/2/1,N,彰化縣,便利商店,19263,2361734,123
2015/2/1,N,彰化縣,綜合商品零售業,19839,3158888,159
